id,lon,lat,location,area,type,outcome
386,-1.68029100,54.99208100,On or near Cromdale Place,Newcastle upon Tyne 019H,Criminal damage and arson,Investigation complete; no suspect identified
387,-1.55195000,54.98021900,On or near Borrowdale Avenue,Newcastle upon Tyne 020B,Criminal damage and arson,Investigation complete; no suspect identified
388,-1.55015200,54.97611500,On or near Philipson Street,Newcastle upon Tyne 020B,Criminal damage and arson,Under investigation
389,-1.54859700,54.98666800,On or near Stockwell Green,Newcastle upon Tyne 020E,Criminal damage and arson,Investigation complete; no suspect identified
390,-1.53709200,54.98147500,On or near Abingdon Road,Newcastle upon Tyne 020F,Criminal damage and arson,Investigation complete; no suspect identified
391,-1.54118000,54.98607400,On or near Eastfield Avenue,Newcastle upon Tyne 020F,Criminal damage and arson,Awaiting court outcome
392,-1.54343200,54.98325200,On or near Rotherdale Court,Newcastle upon Tyne 020F,Criminal damage and arson,Under investigation
393,-1.54118000,54.98607400,On or near Eastfield Avenue,Newcastle upon Tyne 020F,Criminal damage and arson,Investigation complete; no suspect identified
394,-1.71328700,54.98501900,On or near Elmwood,Newcastle upon Tyne 021A,Criminal damage and arson,Investigation complete; no suspect identified
395,-1.71328700,54.98501900,On or near Elmwood,Newcastle upon Tyne 021A,Criminal damage and arson,Investigation complete; no suspect identified
396,-1.70969600,54.97817200,On or near Fernwood Road,Newcastle upon Tyne 021B,Criminal damage and arson,Under investigation
397,-1.70969600,54.97817200,On or near Fernwood Road,Newcastle upon Tyne 021B,Criminal damage and arson,Investigation complete; no suspect identified
398,-1.70937100,54.97980700,On or near Bewick Crescent,Newcastle upon Tyne 021B,Criminal damage and arson,Under investigation
399,-1.70865000,54.98229400,On or near Eldon Road,Newcastle upon Tyne 021B,Criminal damage and arson,Investigation complete; no suspect identified
400,-1.70937100,54.97980700,On or near Bewick Crescent,Newcastle upon Tyne 021B,Criminal damage and arson,Investigation complete; no suspect identified
401,-1.70777300,54.98052200,On or near Waverley Crescent,Newcastle upon Tyne 021B,Criminal damage and arson,Investigation complete; no suspect identified
402,-1.71381100,54.98166000,On or near Hartside,Newcastle upon Tyne 021C,Criminal damage and arson,Investigation complete; no suspect identified
403,-1.71381100,54.98166000,On or near Hartside,Newcastle upon Tyne 021C,Criminal damage and arson,Under investigation
404,-1.71902500,54.98013500,On or near Tweed Grove,Newcastle upon Tyne 021C,Criminal damage and arson,Investigation complete; no suspect identified
405,-1.70804400,54.98409000,On or near Meadow Road,Newcastle upon Tyne 021D,Criminal damage and arson,Under investigation
406,-1.71190000,54.97798900,On or near Dunnock Court,Newcastle upon Tyne 021E,Criminal damage and arson,Investigation complete; no suspect identified
407,-1.71649800,54.97733500,On or near Loraine Terrace,Newcastle upon Tyne 021E,Criminal damage and arson,Under investigation
408,-1.71190000,54.97798900,On or near Dunnock Court,Newcastle upon Tyne 021E,Criminal damage and arson,Investigation complete; no suspect identified
409,-1.71649800,54.97733500,On or near Loraine Terrace,Newcastle upon Tyne 021E,Criminal damage and arson,Under investigation
410,-1.71649800,54.97733500,On or near Loraine Terrace,Newcastle upon Tyne 021E,Criminal damage and arson,Investigation complete; no suspect identified
411,-1.71342000,54.97738100,On or near West View,Newcastle upon Tyne 021E,Criminal damage and arson,Investigation complete; no suspect identified
412,-1.71069000,54.97682700,On or near Sugley Street,Newcastle upon Tyne 021E,Criminal damage and arson,Investigation complete; no suspect identified
413,-1.71342000,54.97738100,On or near West View,Newcastle upon Tyne 021E,Criminal damage and arson,Investigation complete; no suspect identified
414,-1.71628000,54.97943700,On or near Woodburn Street,Newcastle upon Tyne 021E,Criminal damage and arson,Investigation complete; no suspect identified
415,-1.71391400,54.97597200,On or near High Row,Newcastle upon Tyne 021E,Criminal damage and arson,Investigation complete; no suspect identified
416,-1.71391400,54.97597200,On or near High Row,Newcastle upon Tyne 021E,Criminal damage and arson,Investigation complete; no suspect identified
417,-1.69901200,54.97985400,On or near Lockerbie Gardens,Newcastle upon Tyne 021F,Criminal damage and arson,Under investigation
418,-1.70873000,54.97771200,On or near Wellington Street,Newcastle upon Tyne 021G,Criminal damage and arson,Investigation complete; no suspect identified
419,-1.63931500,54.97936800,On or near Studley Terrace,Newcastle upon Tyne 022B,Criminal damage and arson,Under investigation
420,-1.63947000,54.97426400,On or near Croydon Road,Newcastle upon Tyne 022C,Criminal damage and arson,Under investigation
421,-1.63947000,54.97426400,On or near Croydon Road,Newcastle upon Tyne 022C,Criminal damage and arson,Investigation complete; no suspect identified
422,-1.63546000,54.97377600,On or near Prospect Place,Newcastle upon Tyne 022C,Criminal damage and arson,Investigation complete; no suspect identified
423,-1.63443100,54.97353900,On or near Worley Close,Newcastle upon Tyne 022C,Criminal damage and arson,Investigation complete; no suspect identified
424,-1.63038000,54.97235900,On or near Tindal Street,Newcastle upon Tyne 022C,Criminal damage and arson,Under investigation
425,-1.63546000,54.97377600,On or near Prospect Place,Newcastle upon Tyne 022C,Criminal damage and arson,Investigation complete; no suspect identified
426,-1.63038000,54.97235900,On or near Tindal Street,Newcastle upon Tyne 022C,Criminal damage and arson,Under investigation
427,-1.63955300,54.97380600,On or near Bishop'S Avenue,Newcastle upon Tyne 022D,Criminal damage and arson,Under investigation
428,-1.63955300,54.97380600,On or near Bishop'S Avenue,Newcastle upon Tyne 022D,Criminal damage and arson,Investigation complete; no suspect identified
429,-1.64648600,54.97770800,On or near Wingrove Avenue,Newcastle upon Tyne 022D,Criminal damage and arson,Under investigation
430,-1.63955300,54.97380600,On or near Bishop'S Avenue,Newcastle upon Tyne 022D,Criminal damage and arson,Investigation complete; no suspect identified
431,-1.64723100,54.97651500,On or near Agricola Road,Newcastle upon Tyne 022D,Criminal damage and arson,Investigation complete; no suspect identified
432,-1.65238000,54.97542500,On or near West Road,Newcastle upon Tyne 022G,Criminal damage and arson,Investigation complete; no suspect identified
433,-1.65238000,54.97542500,On or near West Road,Newcastle upon Tyne 022G,Criminal damage and arson,Investigation complete; no suspect identified
434,-1.64862800,54.97929600,On or near Wingrove Gardens,Newcastle upon Tyne 022G,Criminal damage and arson,Investigation complete; no suspect identified
435,-1.63988000,54.97564000,On or near Stanhope Street,Newcastle upon Tyne 022H,Criminal damage and arson,Investigation complete; no suspect identified
436,-1.63932300,54.97677100,On or near Croydon Road,Newcastle upon Tyne 022H,Criminal damage and arson,Investigation complete; no suspect identified
437,-1.64090800,54.97772800,On or near Brighton Grove,Newcastle upon Tyne 022H,Criminal damage and arson,Investigation complete; no suspect identified
438,-1.59192500,54.97492300,On or near Theatre/Concert Hall,Newcastle upon Tyne 023A,Criminal damage and arson,Investigation complete; no suspect identified
439,-1.59192500,54.97492300,On or near Theatre/Concert Hall,Newcastle upon Tyne 023A,Criminal damage and arson,Investigation complete; no suspect identified
440,-1.60158000,54.97801900,On or near Shield Street,Newcastle upon Tyne 023A,Criminal damage and arson,Investigation complete; no suspect identified
441,-1.60149900,54.97515200,On or near Albert Street,Newcastle upon Tyne 023A,Criminal damage and arson,Under investigation
442,-1.59695700,54.97631400,On or near Bermondsey Street,Newcastle upon Tyne 023A,Criminal damage and arson,Investigation complete; no suspect identified
443,-1.59709100,54.97386200,On or near Red Barns,Newcastle upon Tyne 023A,Criminal damage and arson,Under investigation
444,-1.60237500,54.97824600,On or near Napier Street,Newcastle upon Tyne 023B,Criminal damage and arson,Investigation complete; no suspect identified
445,-1.60237500,54.97824600,On or near Napier Street,Newcastle upon Tyne 023B,Criminal damage and arson,Investigation complete; no suspect identified
446,-1.59570400,54.97667900,On or near Theatre/Concert Hall,Newcastle upon Tyne 023D,Criminal damage and arson,Under investigation
447,-1.59228400,54.98260700,On or near Springbank Road,Newcastle upon Tyne 023D,Criminal damage and arson,Investigation complete; no suspect identified
448,-1.58378800,54.98072700,On or near Cardigan Terrace,Newcastle upon Tyne 023E,Criminal damage and arson,Investigation complete; no suspect identified
449,-1.58173200,54.98308400,On or near Heaton Road,Newcastle upon Tyne 023E,Criminal damage and arson,Investigation complete; no suspect identified
450,-1.58343400,54.98025000,On or near Falmouth Road,Newcastle upon Tyne 023E,Criminal damage and arson,Investigation complete; no suspect identified
451,-1.59007800,54.97987700,On or near Hotspur Street,Newcastle upon Tyne 023E,Criminal damage and arson,Investigation complete; no suspect identified
452,-1.58378800,54.98072700,On or near Cardigan Terrace,Newcastle upon Tyne 023E,Criminal damage and arson,Investigation complete; no suspect identified
453,-1.58173200,54.98308400,On or near Heaton Road,Newcastle upon Tyne 023E,Criminal damage and arson,Investigation complete; no suspect identified
454,-1.58268400,54.98174800,On or near Stannington Avenue,Newcastle upon Tyne 023E,Criminal damage and arson,Under investigation
455,-1.58173200,54.98308400,On or near Heaton Road,Newcastle upon Tyne 023E,Criminal damage and arson,Under investigation
456,-1.58312700,54.97971000,On or near Heaton Grove,Newcastle upon Tyne 023F,Criminal damage and arson,Investigation complete; no suspect identified
457,-1.58770500,54.97818000,On or near South View West,Newcastle upon Tyne 023F,Criminal damage and arson,Investigation complete; no suspect identified
458,-1.59923800,54.97318600,On or near Gibson Street,Newcastle upon Tyne 023H,Criminal damage and arson,Under investigation
459,-1.62922100,54.97774700,On or near Barrack Road,Newcastle upon Tyne 024B,Criminal damage and arson,Investigation complete; no suspect identified
460,-1.62244800,54.97859800,On or near Park/Open Space,Newcastle upon Tyne 024B,Criminal damage and arson,Under investigation
461,-1.62960000,54.97737100,On or near Holywell Close,Newcastle upon Tyne 024B,Criminal damage and arson,Under investigation
462,-1.62960000,54.97737100,On or near Holywell Close,Newcastle upon Tyne 024B,Criminal damage and arson,Under investigation
463,-1.62960000,54.97737100,On or near Holywell Close,Newcastle upon Tyne 024B,Criminal damage and arson,Under investigation
464,-1.62244800,54.97859800,On or near Park/Open Space,Newcastle upon Tyne 024B,Criminal damage and arson,Under investigation
465,-1.61821900,54.97641900,On or near Leazes Lane,Newcastle upon Tyne 024C,Criminal damage and arson,Investigation complete; no suspect identified
466,-1.61274000,54.97430800,On or near Shopping Area,Newcastle upon Tyne 024C,Criminal damage and arson,Investigation complete; no suspect identified
467,-1.61400200,54.97626200,On or near Shopping Area,Newcastle upon Tyne 024C,Criminal damage and arson,Investigation complete; no suspect identified
468,-1.61222000,54.97640000,On or near Shopping Area,Newcastle upon Tyne 024C,Criminal damage and arson,Local resolution
469,-1.61213400,54.97719900,On or near Ridley Place,Newcastle upon Tyne 024C,Criminal damage and arson,Investigation complete; no suspect identified
470,-1.63294800,54.97342700,On or near Vallum Way,Newcastle upon Tyne 024D,Criminal damage and arson,Investigation complete; no suspect identified
471,-1.63294800,54.97342700,On or near Vallum Way,Newcastle upon Tyne 024D,Criminal damage and arson,Under investigation
472,-1.62922700,54.97373000,On or near Mansfield Place,Newcastle upon Tyne 024D,Criminal damage and arson,Investigation complete; no suspect identified
473,-1.63303800,54.97557500,On or near Stanhope Street,Newcastle upon Tyne 024D,Criminal damage and arson,Offender given a caution
474,-1.63294800,54.97342700,On or near Vallum Way,Newcastle upon Tyne 024D,Criminal damage and arson,Investigation complete; no suspect identified
475,-1.63291000,54.97754200,On or near Monday Crescent,Newcastle upon Tyne 024D,Criminal damage and arson,Under investigation
476,-1.63294800,54.97342700,On or near Vallum Way,Newcastle upon Tyne 024D,Criminal damage and arson,Investigation complete; no suspect identified
477,-1.63303800,54.97557500,On or near Stanhope Street,Newcastle upon Tyne 024D,Criminal damage and arson,Under investigation
478,-1.63294800,54.97342700,On or near Vallum Way,Newcastle upon Tyne 024D,Criminal damage and arson,Investigation complete; no suspect identified
479,-1.62922700,54.97373000,On or near Mansfield Place,Newcastle upon Tyne 024D,Criminal damage and arson,Under investigation
480,-1.63303800,54.97557500,On or near Stanhope Street,Newcastle upon Tyne 024D,Criminal damage and arson,Investigation complete; no suspect identified
481,-1.62997100,54.97095600,On or near Lancaster Street,Newcastle upon Tyne 024E,Criminal damage and arson,Investigation complete; no suspect identified
482,-1.63045900,54.97055300,On or near York Street,Newcastle upon Tyne 024E,Criminal damage and arson,Under investigation
483,-1.63358500,54.97202700,On or near Quarry Bank Court,Newcastle upon Tyne 024E,Criminal damage and arson,Investigation complete; no suspect identified
484,-1.63086000,54.97116500,On or near Elswick Road,Newcastle upon Tyne 024E,Criminal damage and arson,Under investigation
485,-1.63357500,54.97142500,On or near Anglesey Place,Newcastle upon Tyne 024E,Criminal damage and arson,Under investigation
486,-1.63045900,54.97055300,On or near York Street,Newcastle upon Tyne 024E,Criminal damage and arson,Investigation complete; no suspect identified
487,-1.60765000,54.96924100,On or near Queen Street,Newcastle upon Tyne 024G,Criminal damage and arson,Investigation complete; no suspect identified
488,-1.60984300,54.97022800,On or near Dean Street,Newcastle upon Tyne 024G,Criminal damage and arson,Under investigation
489,-1.61725800,54.97074600,On or near Falconar'S Court,Newcastle upon Tyne 024G,Criminal damage and arson,Offender given a caution
490,-1.60984300,54.97022800,On or near Dean Street,Newcastle upon Tyne 024G,Criminal damage and arson,Awaiting court outcome
491,-1.61118400,54.97039400,On or near Nightclub,Newcastle upon Tyne 024G,Criminal damage and arson,Awaiting court outcome
492,-1.61293100,54.97071400,On or near Groat Market,Newcastle upon Tyne 024G,Criminal damage and arson,Local resolution
493,-1.60774700,54.96890000,On or near Sandhill,Newcastle upon Tyne 024G,Criminal damage and arson,Investigation complete; no suspect identified
494,-1.61532200,54.97222200,On or near Nun Street,Newcastle upon Tyne 024G,Criminal damage and arson,Investigation complete; no suspect identified
495,-1.60774700,54.96890000,On or near Sandhill,Newcastle upon Tyne 024G,Criminal damage and arson,Investigation complete; no suspect identified
496,-1.61198300,54.97347000,On or near Hood Street,Newcastle upon Tyne 024G,Criminal damage and arson,Investigation complete; no suspect identified
497,-1.61447200,54.97124900,On or near Bigg Market,Newcastle upon Tyne 024G,Criminal damage and arson,Awaiting court outcome
498,-1.61421500,54.97039500,On or near Pudding Chare,Newcastle upon Tyne 024G,Criminal damage and arson,Investigation complete; no suspect identified
499,-1.61295900,54.97261900,On or near Nightclub,Newcastle upon Tyne 024G,Criminal damage and arson,Local resolution
500,-1.61242500,54.96808800,On or near Clavering Place,Newcastle upon Tyne 024G,Criminal damage and arson,Under investigation
501,-1.61293100,54.97071400,On or near Groat Market,Newcastle upon Tyne 024G,Criminal damage and arson,Awaiting court outcome
502,-1.62021100,54.97230900,On or near Stowell Street,Newcastle upon Tyne 024G,Criminal damage and arson,Under investigation
503,-1.60961300,54.97458500,On or near New Bridge Street West,Newcastle upon Tyne 024G,Criminal damage and arson,Awaiting court outcome
504,-1.61295900,54.97261900,On or near Nightclub,Newcastle upon Tyne 024G,Criminal damage and arson,Under investigation
505,-1.61866100,54.96940200,On or near Thomas Bewick Square,Newcastle upon Tyne 024H,Criminal damage and arson,Investigation complete; no suspect identified
506,-1.61173800,54.96972200,On or near St Nicholas' Street,Newcastle upon Tyne 024H,Criminal damage and arson,Offender given penalty notice
507,-1.61318900,54.96990600,On or near Collingwood Street,Newcastle upon Tyne 024H,Criminal damage and arson,Investigation complete; no suspect identified
508,-1.61926500,54.96492000,On or near Pottery Lane,Newcastle upon Tyne 024H,Criminal damage and arson,Under investigation
509,-1.61724100,54.96916400,On or near Neville Street,Newcastle upon Tyne 024H,Criminal damage and arson,Investigation complete; no suspect identified
510,-1.61063500,54.96742700,On or near Parking Area,Newcastle upon Tyne 024H,Criminal damage and arson,Investigation complete; no suspect identified
511,-1.61940800,54.96632200,On or near Pedestrian Subway,Newcastle upon Tyne 024H,Criminal damage and arson,Awaiting court outcome
512,-1.62193400,54.96846000,On or near Westmorland Road,Newcastle upon Tyne 024H,Criminal damage and arson,Investigation complete; no suspect identified
513,-1.62193400,54.96846000,On or near Westmorland Road,Newcastle upon Tyne 024H,Criminal damage and arson,Under investigation
514,-1.62268400,54.96506500,On or near Parking Area,Newcastle upon Tyne 024H,Criminal damage and arson,Investigation complete; no suspect identified
515,-1.61446400,54.96881400,On or near Pedestrian Subway,Newcastle upon Tyne 024H,Criminal damage and arson,Awaiting court outcome
516,-1.61173800,54.96972200,On or near St Nicholas' Street,Newcastle upon Tyne 024H,Criminal damage and arson,Under investigation
517,-1.62577900,54.96814800,On or near Lord Street,Newcastle upon Tyne 024H,Criminal damage and arson,Under investigation
518,-1.62030400,54.96734900,On or near Nightclub,Newcastle upon Tyne 024H,Criminal damage and arson,Under investigation
519,-1.61446400,54.96881400,On or near Pedestrian Subway,Newcastle upon Tyne 024H,Criminal damage and arson,Under investigation
520,-1.61724100,54.96916400,On or near Neville Street,Newcastle upon Tyne 024H,Criminal damage and arson,Under investigation
521,-1.61173800,54.96972200,On or near St Nicholas' Street,Newcastle upon Tyne 024H,Criminal damage and arson,Under investigation
522,-1.62268400,54.96506500,On or near Parking Area,Newcastle upon Tyne 024H,Criminal damage and arson,Investigation complete; no suspect identified
523,-1.61866100,54.96940200,On or near Thomas Bewick Square,Newcastle upon Tyne 024H,Criminal damage and arson,Under investigation
524,-1.61940800,54.96632200,On or near Pedestrian Subway,Newcastle upon Tyne 024H,Criminal damage and arson,Under investigation
525,-1.61940800,54.96632200,On or near Pedestrian Subway,Newcastle upon Tyne 024H,Criminal damage and arson,Under investigation
526,-1.61926500,54.96492000,On or near Pottery Lane,Newcastle upon Tyne 024H,Criminal damage and arson,Under investigation
527,-1.62612700,54.97105200,On or near Greenfield Place,Newcastle upon Tyne 024I,Criminal damage and arson,Investigation complete; no suspect identified
528,-1.62428200,54.97123500,On or near Cross Villa Place No 2,Newcastle upon Tyne 024I,Criminal damage and arson,Under investigation
529,-1.62607400,54.97170800,On or near Cross Villa Place No 3,Newcastle upon Tyne 024I,Criminal damage and arson,Offender given a caution
530,-1.62065000,54.97043300,On or near Theatre/Concert Hall,Newcastle upon Tyne 024I,Criminal damage and arson,Investigation complete; no suspect identified
531,-1.62065000,54.97043300,On or near Theatre/Concert Hall,Newcastle upon Tyne 024I,Criminal damage and arson,Under investigation
532,-1.61989400,54.97114000,On or near Charlotte Square,Newcastle upon Tyne 024I,Criminal damage and arson,Under investigation
533,-1.68893100,54.98021500,On or near Whickham View,Newcastle upon Tyne 025B,Criminal damage and arson,Under investigation
534,-1.69036600,54.97852000,On or near Howdene Road,Newcastle upon Tyne 025B,Criminal damage and arson,Investigation complete; no suspect identified
535,-1.69036600,54.97852000,On or near Howdene Road,Newcastle upon Tyne 025B,Criminal damage and arson,Under investigation
536,-1.69096700,54.98367100,On or near Turret Road,Newcastle upon Tyne 025C,Criminal damage and arson,Investigation complete; no suspect identified
537,-1.68810900,54.98351100,On or near West Road,Newcastle upon Tyne 025C,Criminal damage and arson,Investigation complete; no suspect identified
538,-1.69109200,54.97147700,On or near Heighley Street,Newcastle upon Tyne 025E,Criminal damage and arson,Investigation complete; no suspect identified
539,-1.56698900,54.96927400,On or near Relton Avenue,Newcastle upon Tyne 026A,Criminal damage and arson,Investigation complete; no suspect identified
540,-1.56661000,54.96822100,On or near Irthing Avenue,Newcastle upon Tyne 026A,Criminal damage and arson,Investigation complete; no suspect identified
541,-1.56644800,54.96731300,On or near Chatsworth Gardens,Newcastle upon Tyne 026A,Criminal damage and arson,Investigation complete; no suspect identified
542,-1.56698900,54.96927400,On or near Relton Avenue,Newcastle upon Tyne 026A,Criminal damage and arson,Awaiting court outcome
543,-1.57346500,54.96551400,On or near Chandlers Quay,Newcastle upon Tyne 026A,Criminal damage and arson,Investigation complete; no suspect identified
544,-1.56644800,54.96731300,On or near Chatsworth Gardens,Newcastle upon Tyne 026A,Criminal damage and arson,Investigation complete; no suspect identified
545,-1.56949500,54.97600500,On or near Scarborough Road,Newcastle upon Tyne 026B,Criminal damage and arson,Under investigation
546,-1.56570200,54.97276500,On or near Flodden Street,Newcastle upon Tyne 026B,Criminal damage and arson,Under investigation
547,-1.56630300,54.97204800,On or near Bywell Street,Newcastle upon Tyne 026B,Criminal damage and arson,Under investigation
548,-1.58645100,54.97397000,On or near Albion Row,Newcastle upon Tyne 026C,Criminal damage and arson,Offender given a caution
549,-1.58080800,54.97577500,On or near A193,Newcastle upon Tyne 026C,Criminal damage and arson,Under investigation
550,-1.58328900,54.97454300,On or near Dalton Street,Newcastle upon Tyne 026C,Criminal damage and arson,Under investigation
551,-1.58471000,54.97769300,On or near Heaton Park Road,Newcastle upon Tyne 026C,Criminal damage and arson,Under investigation
552,-1.57643000,54.97019700,On or near Garmondsway,Newcastle upon Tyne 026D,Criminal damage and arson,Under investigation
553,-1.57357800,54.97105000,On or near St Peter'S Road,Newcastle upon Tyne 026D,Criminal damage and arson,Investigation complete; no suspect identified
554,-1.57825100,54.97378900,On or near Mason Street,Newcastle upon Tyne 026D,Criminal damage and arson,Under investigation
555,-1.57357800,54.97105000,On or near St Peter'S Road,Newcastle upon Tyne 026D,Criminal damage and arson,Investigation complete; no suspect identified
556,-1.57663900,54.97112300,On or near Parking Area,Newcastle upon Tyne 026D,Criminal damage and arson,Under investigation
557,-1.57663900,54.97112300,On or near Parking Area,Newcastle upon Tyne 026D,Criminal damage and arson,Investigation complete; no suspect identified
558,-1.57663900,54.97112300,On or near Parking Area,Newcastle upon Tyne 026D,Criminal damage and arson,Under investigation
559,-1.57357800,54.97105000,On or near St Peter'S Road,Newcastle upon Tyne 026D,Criminal damage and arson,Investigation complete; no suspect identified
560,-1.57583100,54.97520000,On or near Jane Street,Newcastle upon Tyne 026D,Criminal damage and arson,Under investigation
561,-1.57663900,54.97112300,On or near Parking Area,Newcastle upon Tyne 026D,Criminal damage and arson,Under investigation
562,-1.57452000,54.97353300,On or near Avondale Road,Newcastle upon Tyne 026D,Criminal damage and arson,Under investigation
563,-1.57663900,54.97112300,On or near Parking Area,Newcastle upon Tyne 026D,Criminal damage and arson,Under investigation
564,-1.57583100,54.97520000,On or near Jane Street,Newcastle upon Tyne 026D,Criminal damage and arson,Under investigation
565,-1.57663900,54.97112300,On or near Parking Area,Newcastle upon Tyne 026D,Criminal damage and arson,Awaiting court outcome
566,-1.58801500,54.97223200,On or near Back Maling Street,Newcastle upon Tyne 026D,Criminal damage and arson,Investigation complete; no suspect identified
567,-1.57663900,54.97112300,On or near Parking Area,Newcastle upon Tyne 026D,Criminal damage and arson,Investigation complete; no suspect identified
568,-1.56581600,54.97668400,On or near Grace Street,Newcastle upon Tyne 026F,Criminal damage and arson,Under investigation
569,-1.57002200,54.97929600,On or near A193,Newcastle upon Tyne 026F,Criminal damage and arson,Under investigation
570,-1.57002200,54.97929600,On or near A193,Newcastle upon Tyne 026F,Criminal damage and arson,Under investigation
571,-1.57002200,54.97929600,On or near A193,Newcastle upon Tyne 026F,Criminal damage and arson,Under investigation
572,-1.56819000,54.97675500,On or near Tunstall Avenue,Newcastle upon Tyne 026F,Criminal damage and arson,Investigation complete; no suspect identified
573,-1.56819000,54.97675500,On or near Tunstall Avenue,Newcastle upon Tyne 026F,Criminal damage and arson,Investigation complete; no suspect identified
574,-1.55486600,54.97789300,On or near Mead Walk,Newcastle upon Tyne 026G,Criminal damage and arson,Investigation complete; no suspect identified
575,-1.55728000,54.97579900,On or near Farne Terrace,Newcastle upon Tyne 026G,Criminal damage and arson,Investigation complete; no suspect identified
576,-1.55486600,54.97789300,On or near Mead Walk,Newcastle upon Tyne 026G,Criminal damage and arson,Investigation complete; no suspect identified
577,-1.67203400,54.97152600,On or near Milford Road,Newcastle upon Tyne 027A,Criminal damage and arson,Under investigation
578,-1.66799700,54.97416600,On or near Dorcas Avenue,Newcastle upon Tyne 027B,Criminal damage and arson,Investigation complete; no suspect identified
579,-1.66950100,54.97564300,On or near Sports/Recreation Area,Newcastle upon Tyne 027B,Criminal damage and arson,Investigation complete; no suspect identified
580,-1.66828300,54.97549600,On or near Bertram Crescent,Newcastle upon Tyne 027B,Criminal damage and arson,Investigation complete; no suspect identified
581,-1.66706200,54.97020000,On or near Benwell Grange Terrace,Newcastle upon Tyne 027C,Criminal damage and arson,Investigation complete; no suspect identified
582,-1.65404300,54.96730600,On or near Mulben Close,Newcastle upon Tyne 027D,Criminal damage and arson,Investigation complete; no suspect identified
583,-1.65680600,54.96747600,On or near Keith Close,Newcastle upon Tyne 027D,Criminal damage and arson,Investigation complete; no suspect identified
584,-1.65813400,54.96936700,On or near Clara Street,Newcastle upon Tyne 027D,Criminal damage and arson,Under investigation
585,-1.65322600,54.96787900,On or near St John'S Road,Newcastle upon Tyne 027D,Criminal damage and arson,Investigation complete; no suspect identified
586,-1.66028200,54.97028000,On or near Atkinson Terrace,Newcastle upon Tyne 027D,Criminal damage and arson,Under investigation
587,-1.56166600,54.97474600,On or near Emily Street,Newcastle upon Tyne 028A,Criminal damage and arson,Investigation complete; no suspect identified
588,-1.56166600,54.97474600,On or near Emily Street,Newcastle upon Tyne 028A,Criminal damage and arson,Under investigation
589,-1.56256500,54.97394900,On or near Welbeck Road,Newcastle upon Tyne 028A,Criminal damage and arson,Offender ordered to pay compensation
590,-1.56508600,54.97485700,On or near Canterbury Street,Newcastle upon Tyne 028A,Criminal damage and arson,Under investigation
591,-1.56166600,54.97474600,On or near Emily Street,Newcastle upon Tyne 028A,Criminal damage and arson,Under investigation
592,-1.56210100,54.97207800,On or near Dunstanburgh Road,Newcastle upon Tyne 028A,Criminal damage and arson,Investigation complete; no suspect identified
593,-1.56356500,54.97537300,On or near Cullercoats Street,Newcastle upon Tyne 028A,Criminal damage and arson,Under investigation
594,-1.56064900,54.97345700,On or near Chorley Place,Newcastle upon Tyne 028A,Criminal damage and arson,Investigation complete; no suspect identified
595,-1.56095900,54.96791400,On or near Springwell Avenue,Newcastle upon Tyne 028B,Criminal damage and arson,Awaiting court outcome
596,-1.55796000,54.97363600,On or near Lowthian Crescent,Newcastle upon Tyne 028C,Criminal damage and arson,Investigation complete; no suspect identified
597,-1.55532100,54.97071500,On or near Losh Terrace,Newcastle upon Tyne 028C,Criminal damage and arson,Under investigation
598,-1.55802700,54.97322300,On or near Belford Terrace,Newcastle upon Tyne 028C,Criminal damage and arson,Investigation complete; no suspect identified
599,-1.54325200,54.97566600,On or near Fairhaven Avenue,Newcastle upon Tyne 028D,Criminal damage and arson,Under investigation
600,-1.54787600,54.97573800,On or near Westbourne Avenue,Newcastle upon Tyne 028D,Criminal damage and arson,Under investigation
601,-1.64000500,54.97212700,On or near Hartington Street,Newcastle upon Tyne 029A,Criminal damage and arson,Under investigation
602,-1.64255100,54.97044500,On or near Hull Street,Newcastle upon Tyne 029A,Criminal damage and arson,Investigation complete; no suspect identified
603,-1.64011300,54.97057300,On or near Sceptre Place,Newcastle upon Tyne 029A,Criminal damage and arson,Investigation complete; no suspect identified
604,-1.63793500,54.96952400,On or near Sovereign Place,Newcastle upon Tyne 029A,Criminal damage and arson,Investigation complete; no suspect identified
605,-1.64011300,54.97057300,On or near Sceptre Place,Newcastle upon Tyne 029A,Criminal damage and arson,Under investigation
606,-1.64011300,54.97057300,On or near Sceptre Place,Newcastle upon Tyne 029A,Criminal damage and arson,Under investigation
607,-1.64111900,54.97153700,On or near Mill Lane,Newcastle upon Tyne 029A,Criminal damage and arson,Investigation complete; no suspect identified
608,-1.64011300,54.97057300,On or near Sceptre Place,Newcastle upon Tyne 029A,Criminal damage and arson,Investigation complete; no suspect identified
609,-1.65832200,54.97481300,On or near Colston Street,Newcastle upon Tyne 029B,Criminal damage and arson,Under investigation
610,-1.65693700,54.97048600,On or near Cochrane Street,Newcastle upon Tyne 029B,Criminal damage and arson,Investigation complete; no suspect identified
611,-1.65566100,54.97168700,On or near Barnesbury Road,Newcastle upon Tyne 029B,Criminal damage and arson,Under investigation
612,-1.65768500,54.97432600,On or near Canning Street,Newcastle upon Tyne 029B,Criminal damage and arson,Under investigation
613,-1.65768500,54.97432600,On or near Canning Street,Newcastle upon Tyne 029B,Criminal damage and arson,Under investigation
614,-1.65768500,54.97432600,On or near Canning Street,Newcastle upon Tyne 029B,Criminal damage and arson,Investigation complete; no suspect identified
